ID_LAT_LON_YEAR_WEEK,emission
ID_-0.528_29.472_2022_27,161.5277583
ID_-0.528_29.472_2022_28,161.3355914
ID_-0.528_29.472_2022_29,161.6317025
ID_-0.528_29.472_2022_30,161.2452218
ID_-0.528_29.472_2022_31,161.7219023
ID_-0.528_29.472_2022_32,161.5753059
ID_-0.528_29.472_2022_33,161.1094515
ID_-0.528_29.472_2022_34,161.7585596
ID_-0.528_29.472_2022_35,161.399625
ID_-0.528_29.472_2022_36,161.6317025
ID_-0.528_29.472_2022_37,161.4821879
ID_-0.528_29.472_2022_38,161.6366161
ID_-0.528_29.472_2022_39,161.7775528
ID_-0.528_29.472_2022_40,161.6317025
ID_-0.528_29.472_2022_41,161.5861321
ID_-0.528_29.472_2022_42,161.7219023
ID_-0.528_29.472_2022_43,161.4821879
ID_-0.528_29.472_2022_44,161.5834087
ID_-0.528_29.472_2022_45,161.5405867
ID_-0.528_29.472_2022_46,161.5277583
ID_-0.528_29.472_2022_47,161.4821879
ID_-0.528_29.472_2022_48,161.104986
ID_-0.547_29.653_2022_00,161.2244386
ID_-0.547_29.653_2022_01,161.6317025
ID_-0.547_29.653_2022_02,161.5277583
ID_-0.547_29.653_2022_03,161.399625
ID_-0.547_29.653_2022_04,161.5910457
ID_-0.547_29.653_2022_05,161.3016825
ID_-0.547_29.653_2022_06,162.7030587
ID_-0.547_29.653_2022_07,161.4703789
ID_-0.547_29.653_2022_08,161.5910457
ID_-0.547_29.653_2022_09,161.5386486
ID_-0.547_29.653_2022_10,162.7030587
ID_-0.547_29.653_2022_11,161.2956808
ID_-0.547_29.653_2022_12,161.5910457
ID_-0.547_29.653_2022_13,161.349166
ID_-0.547_29.653_2022_14,161.3464176
ID_-0.547_29.653_2022_15,161.6317025
ID_-0.547_29.653_2022_16,161.349166
ID_-0.547_29.653_2022_17,161.349166
ID_-0.547_29.653_2022_18,161.1042601
ID_-0.547_29.653_2022_19,161.6317025
ID_-0.547_29.653_2022_20,161.6317025
ID_-0.547_29.653_2022_21,161.4849363
ID_-0.547_29.653_2022_22,161.5277583
ID_-0.547_29.653_2022_23,161.3464176
ID_-0.547_29.653_2022_24,161.3355914
ID_-0.547_29.653_2022_25,161.8706066
ID_-0.547_29.653_2022_26,161.3830749
ID_-0.547_29.653_2022_27,161.5188452
ID_-0.547_29.653_2022_28,161.5753059
ID_-0.547_29.653_2022_29,161.6317025
ID_-0.547_29.653_2022_30,161.2907672
ID_-0.547_29.653_2022_31,161.5188452
ID_-0.547_29.653_2022_32,161.6227894
ID_-0.547_29.653_2022_33,161.1094515
ID_-0.547_29.653_2022_34,161.7674727
ID_-0.547_29.653_2022_35,161.6317025
ID_-0.547_29.653_2022_36,161.6317025
ID_-0.547_29.653_2022_37,161.4821879
ID_-0.547_29.653_2022_38,161.349166
ID_-0.547_29.653_2022_39,161.5744956
ID_-0.547_29.653_2022_40,161.7674727
ID_-0.547_29.653_2022_41,161.6227894
ID_-0.547_29.653_2022_42,161.7775528
ID_-0.547_29.653_2022_43,161.5277583
ID_-0.547_29.653_2022_44,161.5834087
ID_-0.547_29.653_2022_45,161.5405867
ID_-0.547_29.653_2022_46,161.7674727
ID_-0.547_29.653_2022_47,161.3439745
ID_-0.547_29.653_2022_48,161.349166
ID_-0.569_30.031_2022_00,161.1739796
ID_-0.569_30.031_2022_01,161.3957238
ID_-0.569_30.031_2022_02,161.6204242
ID_-0.569_30.031_2022_03,162.1763422
ID_-0.569_30.031_2022_04,161.6366161
ID_-0.569_30.031_2022_05,161.2964067
ID_-0.569_30.031_2022_06,162.4709811
ID_-0.569_30.031_2022_07,161.349166
ID_-0.569_30.031_2022_08,161.5910457
ID_-0.569_30.031_2022_09,161.5378383
ID_-0.569_30.031_2022_10,161.5861321
ID_-0.569_30.031_2022_11,161.2452218
ID_-0.569_30.031_2022_12,161.5405867
ID_-0.569_30.031_2022_13,161.349166
ID_-0.569_30.031_2022_14,161.5910457
ID_-0.569_30.031_2022_15,161.399625
ID_-0.569_30.031_2022_16,161.1560094
ID_-0.569_30.031_2022_17,161.3957238
ID_-0.569_30.031_2022_18,161.6204242
ID_-0.569_30.031_2022_19,161.4889578
ID_-0.569_30.031_2022_20,161.3711668
ID_-0.569_30.031_2022_21,161.3691834
ID_-0.569_30.031_2022_22,161.5910457
ID_-0.569_30.031_2022_23,161.7219023
ID_-0.569_30.031_2022_24,161.584219
ID_-0.569_30.031_2022_25,161.3207079
ID_-0.569_30.031_2022_26,161.5861321
ID_-0.569_30.031_2022_27,161.4821879
ID_-0.569_30.031_2022_28,161.6366161
ID_-0.569_30.031_2022_29,161.5861321
ID_-0.569_30.031_2022_30,161.3016825
ID_-0.569_30.031_2022_31,161.5188452
ID_-0.569_30.031_2022_32,161.6317025
ID_-0.569_30.031_2022_33,161.349166
ID_-0.569_30.031_2022_34,161.4821879
ID_-0.569_30.031_2022_35,161.5880702
ID_-0.569_30.031_2022_36,161.5405867
ID_-0.569_30.031_2022_37,161.5871445
ID_-0.569_30.031_2022_38,161.349166
ID_-0.569_30.031_2022_39,161.5910457
ID_-0.569_30.031_2022_40,161.5277583
ID_-0.569_30.031_2022_41,161.5871445
ID_-0.569_30.031_2022_42,161.5871445
ID_-0.569_30.031_2022_43,161.6204242
ID_-0.569_30.031_2022_44,162.3930561
ID_-0.569_30.031_2022_45,161.2480593
ID_-0.569_30.031_2022_46,161.313533
ID_-0.569_30.031_2022_47,161.3850136
ID_-0.569_30.031_2022_48,161.0356956
ID_-0.598_29.102_2022_00,161.4565161
ID_-0.598_29.102_2022_01,161.6376035
ID_-0.598_29.102_2022_02,161.4290035
ID_-0.598_29.102_2022_03,161.3341118
ID_-0.598_29.102_2022_04,161.349166
ID_-0.598_29.102_2022_05,161.0528755
ID_-0.598_29.102_2022_06,161.3482404
ID_-0.598_29.102_2022_07,161.349166
ID_-0.598_29.102_2022_08,161.3438901
ID_-0.598_29.102_2022_09,161.5861321
ID_-0.598_29.102_2022_10,161.399625
ID_-0.598_29.102_2022_11,161.5405867
ID_-0.598_29.102_2022_12,161.5405867
ID_-0.598_29.102_2022_13,161.399625
ID_-0.598_29.102_2022_14,161.5277583
ID_-0.598_29.102_2022_15,161.399625
ID_-0.598_29.102_2022_16,161.104986
ID_-0.598_29.102_2022_17,161.3957238
ID_-0.598_29.102_2022_18,161.8231232
ID_-0.598_29.102_2022_19,161.4451954
ID_-0.598_29.102_2022_20,161.4922909
ID_-0.598_29.102_2022_21,161.2917796
ID_-0.598_29.102_2022_22,161.4922909
ID_-0.598_29.102_2022_23,161.4461828
ID_-0.598_29.102_2022_24,161.484654
ID_-0.598_29.102_2022_25,161.3957238
ID_-0.598_29.102_2022_26,161.8706066
ID_-0.598_29.102_2022_27,161.3431642
ID_-0.598_29.102_2022_28,161.5910457
ID_-0.598_29.102_2022_29,161.4451954
ID_-0.598_29.102_2022_30,161.2927052
ID_-0.598_29.102_2022_31,161.8231232
ID_-0.598_29.102_2022_32,161.8231232
ID_-0.598_29.102_2022_33,161.349166
ID_-0.598_29.102_2022_34,161.3521415
ID_-0.598_29.102_2022_35,161.5405867
ID_-0.598_29.102_2022_36,161.5910457
ID_-0.598_29.102_2022_37,161.2956808
ID_-0.598_29.102_2022_38,161.6385291
ID_-0.598_29.102_2022_39,161.7775528
ID_-0.598_29.102_2022_40,161.391988
ID_-0.598_29.102_2022_41,161.5871445
ID_-0.598_29.102_2022_42,161.6227894
ID_-0.598_29.102_2022_43,161.8231232
ID_-0.598_29.102_2022_44,161.1465965
ID_-0.598_29.102_2022_45,161.349166
ID_-0.598_29.102_2022_46,161.4821879
ID_-0.598_29.102_2022_47,161.2956808
ID_-0.598_29.102_2022_48,161.349166
ID_-0.604_29.896_2022_00,161.2205374
ID_-0.604_29.896_2022_01,161.634628
ID_-0.604_29.896_2022_02,161.6679077
ID_-0.604_29.896_2022_03,162.5636471
ID_-0.604_29.896_2022_04,161.8231232
ID_-0.604_29.896_2022_05,161.5405867
ID_-0.604_29.896_2022_06,161.0011663
ID_-0.604_29.896_2022_07,161.349166
ID_-0.604_29.896_2022_08,161.8231232
ID_-0.604_29.896_2022_09,161.8231232
ID_-0.604_29.896_2022_10,162.4205222
ID_-0.604_29.896_2022_11,161.2956808
ID_-0.604_29.896_2022_12,161.349166
ID_-0.604_29.896_2022_13,161.399625
ID_-0.604_29.896_2022_14,161.5405867
ID_-0.604_29.896_2022_15,161.5405867
ID_-0.604_29.896_2022_16,161.349166
ID_-0.604_29.896_2022_17,161.5861321
ID_-0.604_29.896_2022_18,161.0538011
ID_-0.604_29.896_2022_19,161.3482404
ID_-0.604_29.896_2022_20,161.2481109
ID_-0.604_29.896_2022_21,161.5871445
ID_-0.604_29.896_2022_22,161.3957238
ID_-0.604_29.896_2022_23,161.3957238
ID_-0.604_29.896_2022_24,161.676885
ID_-0.604_29.896_2022_25,161.9157891
ID_-0.604_29.896_2022_26,161.6317025
ID_-0.604_29.896_2022_27,161.5277583
ID_-0.604_29.896_2022_28,161.391988
ID_-0.604_29.896_2022_29,161.6317025
ID_-0.604_29.896_2022_30,161.5405867
ID_-0.604_29.896_2022_31,161.7219023
ID_-0.604_29.896_2022_32,161.8142101
ID_-0.604_29.896_2022_33,161.349166
ID_-0.604_29.896_2022_34,161.2956808
ID_-0.604_29.896_2022_35,161.2280419
ID_-0.604_29.896_2022_36,161.5405867
ID_-0.604_29.896_2022_37,161.5405867
ID_-0.604_29.896_2022_38,161.3957238
ID_-0.604_29.896_2022_39,161.4461828
ID_-0.604_29.896_2022_40,161.5188452
ID_-0.604_29.896_2022_41,161.5405867
ID_-0.604_29.896_2022_42,161.349166
ID_-0.604_29.896_2022_43,161.8892487
ID_-0.604_29.896_2022_44,161.1772566
ID_-0.604_29.896_2022_45,161.6212031
ID_-0.604_29.896_2022_46,161.581953
ID_-0.604_29.896_2022_47,161.4849363
ID_-0.604_29.896_2022_48,161.349166
ID_-0.615_30.885_2022_00,161.2123361
ID_-0.615_30.885_2022_01,161.1599105
ID_-0.615_30.885_2022_02,161.5296713
ID_-0.615_30.885_2022_03,161.349166
ID_-0.615_30.885_2022_04,161.3521415
ID_-0.615_30.885_2022_05,161.5880702
ID_-0.615_30.885_2022_06,161.1094515
ID_-0.615_30.885_2022_07,161.6317025
ID_-0.615_30.885_2022_08,161.5405867
ID_-0.615_30.885_2022_09,161.2956808
ID_-0.615_30.885_2022_10,161.6317025
ID_-0.615_30.885_2022_11,161.0485252
ID_-0.615_30.885_2022_12,161.349166
ID_-0.615_30.885_2022_13,161.399625
ID_-0.615_30.885_2022_14,161.5910457
ID_-0.615_30.885_2022_15,161.2956808
ID_-0.615_30.885_2022_16,161.349166
ID_-0.615_30.885_2022_17,161.6317025
ID_-0.615_30.885_2022_18,161.0485252
ID_-0.615_30.885_2022_19,160.9891378
ID_-0.615_30.885_2022_20,161.5834087
ID_-0.615_30.885_2022_21,161.349166
ID_-0.615_30.885_2022_22,161.391988
ID_-0.615_30.885_2022_23,161.5910457
ID_-0.615_30.885_2022_24,161.2194302
ID_-0.615_30.885_2022_25,161.5910457
ID_-0.615_30.885_2022_26,161.5861321
ID_-0.615_30.885_2022_27,161.5188452
ID_-0.615_30.885_2022_28,161.5910457
ID_-0.615_30.885_2022_29,161.4451954
ID_-0.615_30.885_2022_30,161.2927052
ID_-0.615_30.885_2022_31,161.2956808
ID_-0.615_30.885_2022_32,161.7775528
ID_-0.615_30.885_2022_33,161.4451954
ID_-0.615_30.885_2022_34,161.3412511
ID_-0.615_30.885_2022_35,161.5405867
ID_-0.615_30.885_2022_36,161.349166
ID_-0.615_30.885_2022_37,161.5277583
ID_-0.615_30.885_2022_38,161.2935156
ID_-0.615_30.885_2022_39,161.5910457
ID_-0.615_30.885_2022_40,161.2956808
ID_-0.615_30.885_2022_41,161.5277583
ID_-0.615_30.885_2022_42,161.104986
ID_-0.615_30.885_2022_43,161.155445
ID_-0.615_30.885_2022_44,161.5880702
ID_-0.615_30.885_2022_45,161.5405867
ID_-0.615_30.885_2022_46,161.7219023
ID_-0.615_30.885_2022_47,161.0485252
ID_-0.615_30.885_2022_48,161.5405867
ID_-0.627_29.773_2022_00,161.1739796
ID_-0.627_29.773_2022_01,161.6807361
ID_-0.627_29.773_2022_02,161.6115111
ID_-0.627_29.773_2022_03,162.4205222
ID_-0.627_29.773_2022_04,161.5834087
ID_-0.627_29.773_2022_05,161.5405867
ID_-0.627_29.773_2022_06,162.4709811
ID_-0.627_29.773_2022_07,161.399625
ID_-0.627_29.773_2022_08,161.5910457
ID_-0.627_29.773_2022_09,161.5378383
ID_-0.627_29.773_2022_10,162.4709811
ID_-0.627_29.773_2022_11,161.2452218
ID_-0.627_29.773_2022_12,161.5405867
ID_-0.627_29.773_2022_13,161.349166
ID_-0.627_29.773_2022_14,161.3483557
ID_-0.627_29.773_2022_15,161.349166
ID_-0.627_29.773_2022_16,161.349166
ID_-0.627_29.773_2022_17,161.6317025
ID_-0.627_29.773_2022_18,161.3392631
ID_-0.627_29.773_2022_19,161.7243684
ID_-0.627_29.773_2022_20,161.6837116
ID_-0.627_29.773_2022_21,161.5871445
ID_-0.627_29.773_2022_22,161.6376035
ID_-0.627_29.773_2022_23,161.6204242
ID_-0.627_29.773_2022_24,161.6760746
ID_-0.627_29.773_2022_25,161.8706066
ID_-0.627_29.773_2022_26,161.6317025
ID_-0.627_29.773_2022_27,161.5277583
ID_-0.627_29.773_2022_28,161.6227894
ID_-0.627_29.773_2022_29,161.6317025
ID_-0.627_29.773_2022_30,161.1599105
ID_-0.627_29.773_2022_31,161.5188452
ID_-0.627_29.773_2022_32,161.5753059
ID_-0.627_29.773_2022_33,161.349166
ID_-0.627_29.773_2022_34,161.5277583
ID_-0.627_29.773_2022_35,161.5405867
ID_-0.627_29.773_2022_36,161.3016825
ID_-0.627_29.773_2022_37,161.5910457
ID_-0.627_29.773_2022_38,161.3957238
ID_-0.627_29.773_2022_39,161.3521415
ID_-0.627_29.773_2022_40,161.5188452
ID_-0.627_29.773_2022_41,161.5910457
ID_-0.627_29.773_2022_42,161.5910457
ID_-0.627_29.773_2022_43,161.7219023
ID_-0.627_29.773_2022_44,161.3691834
ID_-0.627_29.773_2022_45,161.6837116
ID_-0.627_29.773_2022_46,161.7684602
ID_-0.627_29.773_2022_47,161.2309845
ID_-0.627_29.773_2022_48,161.3691834
ID_-0.637_30.763_2022_00,161.1739796
ID_-0.637_30.763_2022_01,161.390448
ID_-0.637_30.763_2022_02,161.3883467
ID_-0.637_30.763_2022_03,162.1070518
ID_-0.637_30.763_2022_04,161.5405867
ID_-0.637_30.763_2022_05,161.5880702
ID_-0.637_30.763_2022_06,161.349166
ID_-0.637_30.763_2022_07,161.391988
ID_-0.637_30.763_2022_08,161.349166
ID_-0.637_30.763_2022_09,161.2452218
ID_-0.637_30.763_2022_10,161.155445
ID_-0.637_30.763_2022_11,160.932677
ID_-0.637_30.763_2022_12,161.349166
ID_-0.637_30.763_2022_13,161.349166
ID_-0.637_30.763_2022_14,161.7775528
ID_-0.637_30.763_2022_15,161.1599105
ID_-0.637_30.763_2022_16,160.9891378
ID_-0.637_30.763_2022_17,161.399625
ID_-0.637_30.763_2022_18,161.0567766
ID_-0.637_30.763_2022_19,161.3957238
ID_-0.637_30.763_2022_20,161.9157891
ID_-0.637_30.763_2022_21,161.3957238
ID_-0.637_30.763_2022_22,161.1515438
ID_-0.637_30.763_2022_23,161.5910457
ID_-0.637_30.763_2022_24,161.2907672
ID_-0.637_30.763_2022_25,161.5910457
ID_-0.637_30.763_2022_26,161.5861321
ID_-0.637_30.763_2022_27,161.5188452
ID_-0.637_30.763_2022_28,161.584219
ID_-0.637_30.763_2022_29,161.399625
ID_-0.637_30.763_2022_30,161.0538011
ID_-0.637_30.763_2022_31,161.5405867
ID_-0.637_30.763_2022_32,161.7775528
ID_-0.637_30.763_2022_33,161.3016825
ID_-0.637_30.763_2022_34,161.2956808
ID_-0.637_30.763_2022_35,161.3016825
ID_-0.637_30.763_2022_36,161.3016825
ID_-0.637_30.763_2022_37,161.2452218
ID_-0.637_30.763_2022_38,161.349166
ID_-0.637_30.763_2022_39,161.5405867
ID_-0.637_30.763_2022_40,161.3412511
ID_-0.637_30.763_2022_41,161.6204242
ID_-0.637_30.763_2022_42,161.349166
ID_-0.637_30.763_2022_43,160.9187512
ID_-0.637_30.763_2022_44,161.5405867
ID_-0.637_30.763_2022_45,161.390448
ID_-0.637_30.763_2022_46,161.4849363
ID_-0.637_30.763_2022_47,161.2917796
ID_-0.637_30.763_2022_48,161.3957238
ID_-0.653_30.447_2022_00,161.2205374
ID_-0.653_30.447_2022_01,161.3957238
ID_-0.653_30.447_2022_02,161.5748538
ID_-0.653_30.447_2022_03,161.0684459
ID_-0.653_30.447_2022_04,161.5910457
ID_-0.653_30.447_2022_05,161.349166
ID_-0.653_30.447_2022_06,162.0000103
ID_-0.653_30.447_2022_07,161.349166
ID_-0.653_30.447_2022_08,161.349166
ID_-0.653_30.447_2022_09,161.2956808
ID_-0.653_30.447_2022_10,162.2268011
ID_-0.653_30.447_2022_11,160.992189
ID_-0.653_30.447_2022_12,161.349166
ID_-0.653_30.447_2022_13,161.3957238
ID_-0.653_30.447_2022_14,161.8231232
ID_-0.653_30.447_2022_15,161.5405867
ID_-0.653_30.447_2022_16,161.3957238
ID_-0.653_30.447_2022_17,161.3957238
ID_-0.653_30.447_2022_18,161.3648554
ID_-0.653_30.447_2022_19,161.7243684
ID_-0.653_30.447_2022_20,161.7025977
ID_-0.653_30.447_2022_21,161.5871445
ID_-0.653_30.447_2022_22,161.3929754
ID_-0.653_30.447_2022_23,161.5277583
ID_-0.653_30.447_2022_24,161.1848235
ID_-0.653_30.447_2022_25,161.6837116
ID_-0.653_30.447_2022_26,161.5861321
ID_-0.653_30.447_2022_27,161.7585596
ID_-0.653_30.447_2022_28,161.8231232
ID_-0.653_30.447_2022_29,161.5861321
ID_-0.653_30.447_2022_30,161.2452218
ID_-0.653_30.447_2022_31,161.5405867
ID_-0.653_30.447_2022_32,161.7775528
ID_-0.653_30.447_2022_33,161.5880702
ID_-0.653_30.447_2022_34,161.2956808
ID_-0.653_30.447_2022_35,161.349166
ID_-0.653_30.447_2022_36,161.349166
ID_-0.653_30.447_2022_37,161.5880702
ID_-0.653_30.447_2022_38,161.7767655
ID_-0.653_30.447_2022_39,161.5871445
ID_-0.653_30.447_2022_40,161.0950831
ID_-0.653_30.447_2022_41,161.4339171
ID_-0.653_30.447_2022_42,161.3957238
ID_-0.653_30.447_2022_43,161.5314941
ID_-0.653_30.447_2022_44,161.390448
ID_-0.653_30.447_2022_45,161.5871445
ID_-0.653_30.447_2022_46,161.7684602
ID_-0.653_30.447_2022_47,161.7419197
ID_-0.653_30.447_2022_48,161.349166
ID_-0.659_30.341_2022_00,161.2462502
ID_-0.659_30.341_2022_01,161.4889578
ID_-0.659_30.341_2022_02,161.5483134
ID_-0.659_30.341_2022_03,161.0356956
ID_-0.659_30.341_2022_04,161.5871445
ID_-0.659_30.341_2022_05,161.3957238
ID_-0.659_30.341_2022_06,162.2036189
ID_-0.659_30.341_2022_07,161.3438901
ID_-0.659_30.341_2022_08,161.349166
ID_-0.659_30.341_2022_09,161.5353952
ID_-0.659_30.341_2022_10,161.5861321
ID_-0.659_30.341_2022_11,161.2452218
ID_-0.659_30.341_2022_12,161.2280419
ID_-0.659_30.341_2022_13,161.349166
ID_-0.659_30.341_2022_14,161.5910457
ID_-0.659_30.341_2022_15,161.0619681
ID_-0.659_30.341_2022_16,161.3957238
ID_-0.659_30.341_2022_17,161.3957238
ID_-0.659_30.341_2022_18,161.196926
ID_-0.659_30.341_2022_19,161.7243684
ID_-0.659_30.341_2022_20,161.7025977
ID_-0.659_30.341_2022_21,161.634628
ID_-0.659_30.341_2022_22,161.4922909
ID_-0.659_30.341_2022_23,161.1916501
ID_-0.659_30.341_2022_24,160.952746
ID_-0.659_30.341_2022_25,161.5210584
ID_-0.659_30.341_2022_26,161.5861321
ID_-0.659_30.341_2022_27,161.7585596
ID_-0.659_30.341_2022_28,161.8231232
ID_-0.659_30.341_2022_29,161.5861321
ID_-0.659_30.341_2022_30,161.2452218
ID_-0.659_30.341_2022_31,161.2956808
ID_-0.659_30.341_2022_32,161.584219
ID_-0.659_30.341_2022_33,161.349166
ID_-0.659_30.341_2022_34,161.3431642
ID_-0.659_30.341_2022_35,161.349166
ID_-0.659_30.341_2022_36,161.349166
ID_-0.659_30.341_2022_37,161.5880702
ID_-0.659_30.341_2022_38,161.5871445
ID_-0.659_30.341_2022_39,161.5405867
ID_-0.659_30.341_2022_40,161.2917796
ID_-0.659_30.341_2022_41,161.7684602
ID_-0.659_30.341_2022_42,161.3957238
ID_-0.659_30.341_2022_43,161.2917796
ID_-0.659_30.341_2022_44,161.5871445
ID_-0.659_30.341_2022_45,161.5871445
ID_-0.659_30.341_2022_46,161.5314941
ID_-0.659_30.341_2022_47,161.6204242
ID_-0.659_30.341_2022_48,161.3957238
ID_-0.667_30.433_2022_00,161.193997
ID_-0.667_30.433_2022_01,161.4297824
ID_-0.667_30.433_2022_02,161.5748538
ID_-0.667_30.433_2022_03,162.4205222
ID_-0.667_30.433_2022_04,161.5871445
ID_-0.667_30.433_2022_05,161.3957238
ID_-0.667_30.433_2022_06,160.9824353
ID_-0.667_30.433_2022_07,161.349166
ID_-0.667_30.433_2022_08,161.349166
ID_-0.667_30.433_2022_09,161.5353952
ID_-0.667_30.433_2022_10,161.5861321
ID_-0.667_30.433_2022_11,161.2452218
ID_-0.667_30.433_2022_12,161.349166
ID_-0.667_30.433_2022_13,161.3957238
ID_-0.667_30.433_2022_14,161.6760746
ID_-0.667_30.433_2022_15,161.5910457
ID_-0.667_30.433_2022_16,161.349166
ID_-0.667_30.433_2022_17,161.349166
ID_-0.667_30.433_2022_18,161.196926
ID_-0.667_30.433_2022_19,161.4922909
ID_-0.667_30.433_2022_20,161.676885
ID_-0.667_30.433_2022_21,161.3957238
ID_-0.667_30.433_2022_22,161.3957238
ID_-0.667_30.433_2022_23,161.6376035
ID_-0.667_30.433_2022_24,161.4290035
ID_-0.667_30.433_2022_25,161.5910457
ID_-0.667_30.433_2022_26,161.5861321
ID_-0.667_30.433_2022_27,161.5188452
ID_-0.667_30.433_2022_28,161.6317025
ID_-0.667_30.433_2022_29,161.6317025
ID_-0.667_30.433_2022_30,161.0538011
ID_-0.667_30.433_2022_31,161.5910457
ID_-0.667_30.433_2022_32,161.5386486
ID_-0.667_30.433_2022_33,161.349166
ID_-0.667_30.433_2022_34,161.5277583
ID_-0.667_30.433_2022_35,161.3016825
ID_-0.667_30.433_2022_36,161.1094515
ID_-0.667_30.433_2022_37,161.2917796
ID_-0.667_30.433_2022_38,161.5871445
ID_-0.667_30.433_2022_39,161.3957238
ID_-0.667_30.433_2022_40,161.6204242
ID_-0.667_30.433_2022_41,161.6204242
ID_-0.667_30.433_2022_42,161.3957238
ID_-0.667_30.433_2022_43,161.2652392
ID_-0.667_30.433_2022_44,161.1772566
ID_-0.667_30.433_2022_45,161.5782742
ID_-0.667_30.433_2022_46,161.5314941
ID_-0.667_30.433_2022_47,161.2917796
ID_-0.667_30.433_2022_48,161.349166
ID_-0.677_29.623_2022_00,161.1891538
ID_-0.677_29.623_2022_01,161.5386486
ID_-0.677_29.623_2022_02,161.3363376
ID_-0.677_29.623_2022_03,161.399625
ID_-0.677_29.623_2022_04,161.5405867
ID_-0.677_29.623_2022_05,161.5405867
ID_-0.677_29.623_2022_06,163.4428383
ID_-0.677_29.623_2022_07,161.349166
ID_-0.677_29.623_2022_08,162.6624018
ID_-0.677_29.623_2022_09,161.5386486
ID_-0.677_29.623_2022_10,162.4205222
ID_-0.677_29.623_2022_11,161.2956808
ID_-0.677_29.623_2022_12,161.349166
ID_-0.677_29.623_2022_13,161.349166
ID_-0.677_29.623_2022_14,161.5834087
ID_-0.677_29.623_2022_15,161.391988
ID_-0.677_29.623_2022_16,161.4922909
ID_-0.677_29.623_2022_17,161.349166
ID_-0.677_29.623_2022_18,161.1003589
ID_-0.677_29.623_2022_19,161.9157891
ID_-0.677_29.623_2022_20,161.6889149
ID_-0.677_29.623_2022_21,161.3378877
ID_-0.677_29.623_2022_22,161.3957238
